Date,Report Number,Report Year,Region,Commodity,Type,Low Price,High Price,Imported Low Price,Imported High Price,Domestic Low Price,Domestic High Price
1/7/00,1,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.1825,1.6725,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.3075,1.485,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.3075,1.485,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.1625,1.6225,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.1825,1.6725,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.1625,1.6225,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,MUENSTER,1.365,1.6675,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,MUENSTER,1.365,1.6675,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.365,1.5175,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.385,1.6225,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.365,1.5175,,,,
1/7/00,1,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.385,1.6225,,,,
1/7/00,1,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.5125,2.1175
1/7/00,1,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.5125,2.1175
1/7/00,1,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/7/00,1,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/7/00,1,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/7/00,1,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/7/00,1,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.0675,2.49
1/7/00,1,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.0675,2.49
1/7/00,52,1999,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/7/00,1,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/7/00,1,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/7/00,52,1999,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/7/00,1,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/7/00,1,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/7/00,1,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/7/00,1,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/7/00,1,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.9275,2.9525
1/7/00,1,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.9275,2.9525
1/7/00,1,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.5275,1.8075
1/7/00,1,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.5275,1.8075
1/7/00,1,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/7/00,1,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/7/00,1,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.69,4.8775
1/7/00,1,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.69,4.8775
1/7/00,1,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/7/00,1,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/7/00,1,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/7/00,1,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/7/00,1,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/7/00,1,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/7/00,1,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/7/00,1,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/7/00,1,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/7/00,1,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/7/00,1,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/7/00,1,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/7/00,1,2000,MIDWEST,CHEESE,BLUE 5#,1.8625,2.15,,,,
1/7/00,1,2000,MIDWEST,CHEESE,BLUE 5#,1.8625,2.15,,,,
1/7/00,1,2000,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.5,1.7275,,,,
1/7/00,1,2000,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.5,1.7275,,,,
1/7/00,1,2000,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.52,2.115,,,,
1/7/00,1,2000,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.52,2.115,,,,
1/7/00,1,2000,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.2,2.685,,,,
1/7/00,1,2000,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.2,2.685,,,,
1/7/00,1,2000,MIDWEST,CHEESE,MONTEREY JACK 10#,1.68,2.115,,,,
1/7/00,1,2000,MIDWEST,CHEESE,MONTEREY JACK 10#,1.68,2.115,,,,
1/7/00,1,2000,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.57,2.215,,,,
1/7/00,1,2000,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.57,2.215,,,,
1/7/00,1,2000,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.3375,1.61,,,,
1/7/00,1,2000,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.3375,1.61,,,,
1/7/00,1,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.2875,1.4275,,,,
1/7/00,1,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.4675,1.6875,,,,
1/7/00,1,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.2875,1.4275,,,,
1/7/00,1,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.4675,1.6875,,,,
1/7/00,1,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/7/00,1,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/7/00,1,2000,WEST,CHEESE,MONTEREY JACK 10#,1.4775,1.6375,,,,
1/7/00,1,2000,WEST,CHEESE,MONTEREY JACK 10#,1.4775,1.6375,,,,
1/7/00,1,2000,WEST,CHEESE,PROCESS 5# LOAF,1.3125,1.5725,,,,
1/7/00,1,2000,WEST,CHEESE,PROCESS 5# LOAF,1.3125,1.5725,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.19,1.68,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.315,1.4925,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.17,1.63,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.19,1.68,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.315,1.4925,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.17,1.63,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,MUENSTER,1.3725,1.675,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,MUENSTER,1.3725,1.675,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.39,1.6275,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.37,1.5225,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.39,1.6275,,,,
1/14/00,2,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.37,1.5225,,,,
1/14/00,2,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.52,3.015
1/14/00,2,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.52,3.015
1/14/00,2,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/14/00,2,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/14/00,2,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/14/00,2,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/14/00,2,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.075,2.49
1/14/00,2,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.075,2.49
1/14/00,2,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/14/00,2,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/14/00,2,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/14/00,2,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/14/00,2,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/14/00,2,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/14/00,2,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.935,3.44
1/14/00,2,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.935,3.44
1/14/00,2,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.535,1.815
1/14/00,2,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.535,1.815
1/14/00,2,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/14/00,2,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/14/00,2,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.6975,4.885
1/14/00,2,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.6975,4.885
1/14/00,2,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/14/00,2,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/14/00,2,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/14/00,2,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/14/00,2,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/14/00,2,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/14/00,2,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/14/00,2,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/14/00,2,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/14/00,2,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/14/00,2,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/14/00,2,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/14/00,2,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.295,1.435,,,,
1/14/00,2,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.475,1.695,,,,
1/14/00,2,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.475,1.695,,,,
1/14/00,2,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.295,1.435,,,,
1/14/00,2,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/14/00,2,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/14/00,2,2000,WEST,CHEESE,MONTEREY JACK 10#,1.485,1.645,,,,
1/14/00,2,2000,WEST,CHEESE,MONTEREY JACK 10#,1.485,1.645,,,,
1/14/00,2,2000,WEST,CHEESE,PROCESS 5# LOAF,1.305,1.565,,,,
1/14/00,2,2000,WEST,CHEESE,PROCESS 5# LOAF,1.305,1.565,,,,
1/14/00,2,2000,MIDWEST,CHEESE,BLUE 5#,1.87,2.15,,,,
1/14/00,2,2000,MIDWEST,CHEESE,BLUE 5#,1.87,2.15,,,,
1/14/00,2,2000,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.5,1.735,,,,
1/14/00,2,2000,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.5,1.735,,,,
1/14/00,2,2000,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.52,2.115,,,,
1/14/00,2,2000,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.52,2.115,,,,
1/14/00,2,2000,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.2,2.685,,,,
1/14/00,2,2000,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.2,2.685,,,,
1/14/00,2,2000,MIDWEST,CHEESE,MONTEREY JACK 10#,1.68,2.115,,,,
1/14/00,2,2000,MIDWEST,CHEESE,MONTEREY JACK 10#,1.68,2.115,,,,
1/14/00,2,2000,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.57,2.215,,,,
1/14/00,2,2000,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.57,2.215,,,,
1/14/00,2,2000,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.33,1.61,,,,
1/14/00,2,2000,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.33,1.61,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.11,1.57,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.11,1.57,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.13,1.62,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.255,1.4325,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.255,1.4325,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.13,1.62,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,MUENSTER,1.3125,1.615,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,MUENSTER,1.3125,1.615,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.3225,1.475,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.3425,1.58,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.3225,1.475,,,,
1/21/00,3,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.3425,1.58,,,,
1/21/00,3,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.46,2.955
1/21/00,3,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.46,2.955
1/21/00,3,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/21/00,3,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/21/00,3,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/21/00,3,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/21/00,3,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.015,2.49
1/21/00,3,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.015,2.49
1/21/00,3,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/21/00,3,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/21/00,3,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/21/00,3,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/21/00,3,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/21/00,3,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/21/00,3,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.875,3.38
1/21/00,3,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.875,3.38
1/21/00,3,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.475,1.755
1/21/00,3,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.475,1.755
1/21/00,3,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/21/00,3,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/21/00,3,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.6375,4.825
1/21/00,3,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.6375,4.825
1/21/00,3,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/21/00,3,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/21/00,3,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/21/00,3,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/21/00,3,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/21/00,3,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/21/00,3,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/21/00,3,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/21/00,3,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/21/00,3,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/21/00,3,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/21/00,3,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/21/00,3,2000,MIDWEST,CHEESE,BLUE 5#,1.81,2.06,,,,
1/21/00,3,2000,MIDWEST,CHEESE,BLUE 5#,1.81,2.06,,,,
1/21/00,3,2000,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.45,1.675,,,,
1/21/00,3,2000,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,1.45,1.675,,,,
1/21/00,3,2000,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.46,2.115,,,,
1/21/00,3,2000,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.46,2.115,,,,
1/21/00,3,2000,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.2,2.685,,,,
1/21/00,3,2000,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.2,2.685,,,,
1/21/00,3,2000,MIDWEST,CHEESE,MONTEREY JACK 10#,1.63,2.115,,,,
1/21/00,3,2000,MIDWEST,CHEESE,MONTEREY JACK 10#,1.63,2.115,,,,
1/21/00,3,2000,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.53,2.215,,,,
1/21/00,3,2000,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.53,2.215,,,,
1/21/00,3,2000,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.2825,1.51,,,,
1/21/00,3,2000,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.2825,1.51,,,,
1/21/00,3,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.235,1.375,,,,
1/21/00,3,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.235,1.375,,,,
1/21/00,3,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.415,1.635,,,,
1/21/00,3,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.415,1.635,,,,
1/21/00,3,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/21/00,3,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/21/00,3,2000,WEST,CHEESE,MONTEREY JACK 10#,1.425,1.585,,,,
1/21/00,3,2000,WEST,CHEESE,MONTEREY JACK 10#,1.425,1.585,,,,
1/21/00,3,2000,WEST,CHEESE,PROCESS 5# LOAF,1.2575,1.5175,,,,
1/21/00,3,2000,WEST,CHEESE,PROCESS 5# LOAF,1.2575,1.5175,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.11,1.57,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.13,1.62,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.255,1.4325,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.13,1.62,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.11,1.57,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.255,1.4325,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,2.35,2.55,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,MUENSTER,1.3125,1.615,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,MUENSTER,1.3125,1.615,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.34,1.5775,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.32,1.4725,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.34,1.5775,,,,
1/28/00,4,2000,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.32,1.4725,,,,
1/28/00,4,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.46,2.955
1/28/00,4,2000,FOREIGN,CHEESE,BLUE,,,2.64,3.14,1.46,2.955
1/28/00,4,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/28/00,4,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/28/00,4,2000,FOREIGN,CHEESE,EDAM 2 POUND,,,0,0,,
1/28/00,4,2000,FOREIGN,CHEESE,EDAM 4 POUND,,,2.19,3.09,,
1/28/00,4,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.015,2.49
1/28/00,4,2000,FOREIGN,CHEESE,GORGONZOLA,,,3.24,5.94,2.015,2.49
1/28/00,4,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/28/00,4,2000,FOREIGN,CHEESE,"GOUDA, BABY ($/DOZEN) 10 OUNCE",,,27.8,31.7,,
1/28/00,4,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/28/00,4,2000,FOREIGN,CHEESE,"GOUDA, LARGE",,,2.39,3.15,,
1/28/00,4,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/28/00,4,2000,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.74,3.31,,
1/28/00,4,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.875,3.38
1/28/00,4,2000,FOREIGN,CHEESE,PARMESAN (ITALY),,,0,0,2.875,3.38
1/28/00,4,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.475,1.755
1/28/00,4,2000,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.5,1.475,1.755
1/28/00,4,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/28/00,4,2000,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,2.65,3.29,,
1/28/00,4,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.6375,4.825
1/28/00,4,2000,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,2.6375,4.825
1/28/00,4,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/28/00,4,2000,FOREIGN,CHEESE,ROMANO (ITALY),,,2.1,2.54,,
1/28/00,4,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/28/00,4,2000,FOREIGN,CHEESE,ROQUEFORT,,,0,0,,
1/28/00,4,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/28/00,4,2000,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.65,3.29,,
1/28/00,4,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/28/00,4,2000,FOREIGN,CHEESE,SWISS CUTS AUSTRIAN,,,2.25,2.75,,
1/28/00,4,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/28/00,4,2000,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
1/28/00,4,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/28/00,4,2000,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,2.35,2.55
1/28/00,4,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.415,1.635,,,,
1/28/00,4,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.235,1.375,,,,
1/28/00,4,2000,WEST,CHEESE,CHEDDAR 10# CUTS,1.415,1.635,,,,
1/28/00,4,2000,WEST,CHEESE,CHEDDAR 40# BLOCK,1.235,1.375,,,,
1/28/00,4,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
1/28/00,4,2000,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.25,2.42,,,,
