group,category,"report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,region,"sale Type",application,freight,quality,grade,"other Grades","price Unit","lot Desc",organic,origin,package,"volume Unit","price min","price max","mostly low price","mostly high price","report narrative","commodity narrative","secondary source info",methodology
Blue,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.4675,3.5375,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Brick,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.2,2.625,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Cheddar,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"40 pound Block","Mixed Lots (1000-5000 pounds)",1.9225,2.3225,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
"Monterey Jack","Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"10 pounds","Mixed Lots (1000-5000 pounds)",2.175,2.38,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Mozzarella,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5-6 pounds","Mixed Lots (1000-5000 pounds)",2,2.945,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Muenster,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.2,2.625,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
"Process American","Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pound Loaf","Mixed Lots (1000-5000 pounds)",1.7525,2.1125,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Swiss,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"6-9 pound Cuts","Mixed Lots (1000-5000 pounds)",3.0075,3.125,,,N/A,"Central cheese makers say orders are slow to return in this second shortened week of the winter holidays. Blocks and barrels are both readily available for any buyer looking to get an early start on reorders. Milk for processing is abundant, and spot loads offered at $6 to $8 under Class III are common. Cheese manufacturers report picking up a few extra loads at these discounted prices just to fill up processing runs. While some processing facilities have scheduled downtime, other cheese plants are running straight through the week.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0500 for process and up $.0250 for all other types.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Blue,"Hard Products",12/23/2019,12/23/2019,"12/23/2019 13:41:27",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.4425,3.5125,,,N/A,"The shortened week has some cheese producer contacts calling for days off. Hence, milk remains widely available. Spot milk prices range from $2 to $8 under Class. Cheese plants closing due to the holiday, and maintenance issues at other plants, have milk handlers scrambling to find homes for milk in the holiday season, not an atypical circumstance in the final weeks of any year. Cheese buyers say both blocks and barrels are not hard to find. That said, there were some market upticks early in the week. Additionally, last week showed some upward movement after the precipitous drop during week 50. Midwestern wholesale prices are unchanged for Swiss cuts, down $.2525 for process and down $.0925 for all other types.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Midwest                     $1.87          $1.77          $1.99
South Central               $2.50          $1.67          $3.00


Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Midwest                     $2.03          $1.77          $2.50
South Central               $2.42          $1.67          $3.00","Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                  11/30/19
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
Brick,"Hard Products",12/23/2019,12/23/2019,"12/23/2019 13:41:27",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.175,2.6,,,N/A,"The shortened week has some cheese producer contacts calling for days off. Hence, milk remains widely available. Spot milk prices range from $2 to $8 under Class. Cheese plants closing due to the holiday, and maintenance issues at other plants, have milk handlers scrambling to find homes for milk in the holiday season, not an atypical circumstance in the final weeks of any year. Cheese buyers say both blocks and barrels are not hard to find. That said, there were some market upticks early in the week. Additionally, last week showed some upward movement after the precipitous drop during week 50. Midwestern wholesale prices are unchanged for Swiss cuts, down $.2525 for process and down $.0925 for all other types.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Midwest                     $1.87          $1.77          $1.99
South Central               $2.50          $1.67          $3.00


Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Midwest                     $2.03          $1.77          $2.50
South Central               $2.42          $1.67          $3.00","Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                  11/30/19
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
