group,category,"report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,region,"sale Type",application,freight,quality,grade,"other Grades","price Unit","lot Desc",organic,origin,package,"volume Unit","price min","price max","mostly low price","mostly high price","report narrative","commodity narrative","secondary source info",methodology
Cheddar,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"10 pound Cuts","Mixed Lots (1000-5000 pounds)",2.16,2.36,,,N/A,"Western cheese production is active amid ample amounts of milk. Industry contacts report discounted milk is still available in parts of the western region. While cheese orders have slowed during the winter holiday weeks, retail demand leading up to the festivities has pulled at cheese stocks. Cheese makers are hopeful that the advent of the pro football playoffs will also spur on the need for more cheese for pizza. Inventories are in good balance with customer needs.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/27/2019 to 1/2/2020
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional               $2.16           $2.46          $1.92
Organic                    $4.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                  $1.96           $1.50          $2.99
Southwest                  $1.81           $1.67          $2.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $4.99           $4.99          $4.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional               $2.26           $2.42          $2.14
Organic                    $3.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Alaska                     $3.00           $3.00          $3.00
Hawaii                     $4.00           $4.00          $4.00
Northwest                  $2.89           $1.50          $3.69
Southwest                  $2.25           $1.67          $3.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $3.99           $3.99          $3.99

Western Wholesale Price Adjustments
In the West, wholesale prices were up $.0500 for process, and up $.0250 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Cheddar,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"40 pound Block","Mixed Lots (1000-5000 pounds)",1.9125,2.4025,,,N/A,"Western cheese production is active amid ample amounts of milk. Industry contacts report discounted milk is still available in parts of the western region. While cheese orders have slowed during the winter holiday weeks, retail demand leading up to the festivities has pulled at cheese stocks. Cheese makers are hopeful that the advent of the pro football playoffs will also spur on the need for more cheese for pizza. Inventories are in good balance with customer needs.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/27/2019 to 1/2/2020
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional               $2.16           $2.46          $1.92
Organic                    $4.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                  $1.96           $1.50          $2.99
Southwest                  $1.81           $1.67          $2.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $4.99           $4.99          $4.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional               $2.26           $2.42          $2.14
Organic                    $3.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Alaska                     $3.00           $3.00          $3.00
Hawaii                     $4.00           $4.00          $4.00
Northwest                  $2.89           $1.50          $3.69
Southwest                  $2.25           $1.67          $3.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $3.99           $3.99          $3.99

Western Wholesale Price Adjustments
In the West, wholesale prices were up $.0500 for process, and up $.0250 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
"Monterey Jack","Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"10 pounds","Mixed Lots (1000-5000 pounds)",2.1475,2.4225,,,N/A,"Western cheese production is active amid ample amounts of milk. Industry contacts report discounted milk is still available in parts of the western region. While cheese orders have slowed during the winter holiday weeks, retail demand leading up to the festivities has pulled at cheese stocks. Cheese makers are hopeful that the advent of the pro football playoffs will also spur on the need for more cheese for pizza. Inventories are in good balance with customer needs.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/27/2019 to 1/2/2020
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional               $2.16           $2.46          $1.92
Organic                    $4.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                  $1.96           $1.50          $2.99
Southwest                  $1.81           $1.67          $2.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $4.99           $4.99          $4.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional               $2.26           $2.42          $2.14
Organic                    $3.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Alaska                     $3.00           $3.00          $3.00
Hawaii                     $4.00           $4.00          $4.00
Northwest                  $2.89           $1.50          $3.69
Southwest                  $2.25           $1.67          $3.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $3.99           $3.99          $3.99

Western Wholesale Price Adjustments
In the West, wholesale prices were up $.0500 for process, and up $.0250 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
"Process American","Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"5 pound Loaf","Mixed Lots (1000-5000 pounds)",1.77,2.025,,,N/A,"Western cheese production is active amid ample amounts of milk. Industry contacts report discounted milk is still available in parts of the western region. While cheese orders have slowed during the winter holiday weeks, retail demand leading up to the festivities has pulled at cheese stocks. Cheese makers are hopeful that the advent of the pro football playoffs will also spur on the need for more cheese for pizza. Inventories are in good balance with customer needs.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/27/2019 to 1/2/2020
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional               $2.16           $2.46          $1.92
Organic                    $4.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                  $1.96           $1.50          $2.99
Southwest                  $1.81           $1.67          $2.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $4.99           $4.99          $4.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional               $2.26           $2.42          $2.14
Organic                    $3.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Alaska                     $3.00           $3.00          $3.00
Hawaii                     $4.00           $4.00          $4.00
Northwest                  $2.89           $1.50          $3.69
Southwest                  $2.25           $1.67          $3.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $3.99           $3.99          $3.99

Western Wholesale Price Adjustments
In the West, wholesale prices were up $.0500 for process, and up $.0250 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Swiss,"Hard Products",12/30/2019,12/30/2019,"12/31/2019 10:55:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"6-9 pound Cuts","Mixed Lots (1000-5000 pounds)",3.09,3.52,,,N/A,"Western cheese production is active amid ample amounts of milk. Industry contacts report discounted milk is still available in parts of the western region. While cheese orders have slowed during the winter holiday weeks, retail demand leading up to the festivities has pulled at cheese stocks. Cheese makers are hopeful that the advent of the pro football playoffs will also spur on the need for more cheese for pizza. Inventories are in good balance with customer needs.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/27/2019 to 1/2/2020
Cheese 8 oz. Blocks               Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional               $2.16           $2.46          $1.92
Organic                    $4.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                  $1.96           $1.50          $2.99
Southwest                  $1.81           $1.67          $2.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $4.99           $4.99          $4.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional               $2.26           $2.42          $2.14
Organic                    $3.99            n.a.           n.a.

Regional (Conventional)    Wtd. Ave.        Low            High
Alaska                     $3.00           $3.00          $3.00
Hawaii                     $4.00           $4.00          $4.00
Northwest                  $2.89           $1.50          $3.69
Southwest                  $2.25           $1.67          $3.00

Regional (Organic)         Wtd. Ave.        Low            High
Southwest                  $3.99           $3.99          $3.99

Western Wholesale Price Adjustments
In the West, wholesale prices were up $.0500 for process, and up $.0250 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.",N/A,"Information for the period December 30, 2019 -  January 3, 2020, issued weekly"
Cheddar,"Hard Products",12/23/2019,12/23/2019,"12/23/2019 14:25:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"10 pound Cuts","Mixed Lots (1000-5000 pounds)",2.135,2.335,,,N/A,"In the West, active cheese production is helping industry participants keep up with increased milk availability. Cheese processing plants are functioning at or close to full capacities. Although discounted milk is available at some localities, cheese makers are cautious about taking on additional loads of milk. According to some industry contacts, cheese supplies are a bit tight, whereas others suggest plenty of stocks in warehouses. Both block and barrel cheese sales in the domestic market are good. In additional, international interest in blocks for 2020 is picking up due to last week declines in prices. In the West, wholesale prices were down $.2525 for process, and down $.0925 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019

Cheese 8 oz. Blocks                Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Northwest                   $2.27          $1.88          $2.99
Southwest                   $3.23          $2.50          $3.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                   $3.31          $2.99          $3.69
Southwest                   $2.97          $2.00          $3.50","In today's CME trading, barrels closed at $1.7225, up from the previous week's weekly average price of $1.6170. Blocks closed at $1.8600, up from last week's weekly average price of $1.8045.

Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                      11/30/19
                     Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
Cheddar,"Hard Products",12/23/2019,12/23/2019,"12/23/2019 14:25:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"40 pound Block","Mixed Lots (1000-5000 pounds)",1.8875,2.3775,,,N/A,"In the West, active cheese production is helping industry participants keep up with increased milk availability. Cheese processing plants are functioning at or close to full capacities. Although discounted milk is available at some localities, cheese makers are cautious about taking on additional loads of milk. According to some industry contacts, cheese supplies are a bit tight, whereas others suggest plenty of stocks in warehouses. Both block and barrel cheese sales in the domestic market are good. In additional, international interest in blocks for 2020 is picking up due to last week declines in prices. In the West, wholesale prices were down $.2525 for process, and down $.0925 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019

Cheese 8 oz. Blocks                Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Northwest                   $2.27          $1.88          $2.99
Southwest                   $3.23          $2.50          $3.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                   $3.31          $2.99          $3.69
Southwest                   $2.97          $2.00          $3.50","In today's CME trading, barrels closed at $1.7225, up from the previous week's weekly average price of $1.6170. Blocks closed at $1.8600, up from last week's weekly average price of $1.8045.

Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                      11/30/19
                     Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
"Monterey Jack","Hard Products",12/23/2019,12/23/2019,"12/23/2019 14:25:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"10 pounds","Mixed Lots (1000-5000 pounds)",2.1225,2.3975,,,N/A,"In the West, active cheese production is helping industry participants keep up with increased milk availability. Cheese processing plants are functioning at or close to full capacities. Although discounted milk is available at some localities, cheese makers are cautious about taking on additional loads of milk. According to some industry contacts, cheese supplies are a bit tight, whereas others suggest plenty of stocks in warehouses. Both block and barrel cheese sales in the domestic market are good. In additional, international interest in blocks for 2020 is picking up due to last week declines in prices. In the West, wholesale prices were down $.2525 for process, and down $.0925 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019

Cheese 8 oz. Blocks                Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Northwest                   $2.27          $1.88          $2.99
Southwest                   $3.23          $2.50          $3.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                   $3.31          $2.99          $3.69
Southwest                   $2.97          $2.00          $3.50","In today's CME trading, barrels closed at $1.7225, up from the previous week's weekly average price of $1.6170. Blocks closed at $1.8600, up from last week's weekly average price of $1.8045.

Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                      11/30/19
                     Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
"Process American","Hard Products",12/23/2019,12/23/2019,"12/23/2019 14:25:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"5 pound Loaf","Mixed Lots (1000-5000 pounds)",1.72,1.975,,,N/A,"In the West, active cheese production is helping industry participants keep up with increased milk availability. Cheese processing plants are functioning at or close to full capacities. Although discounted milk is available at some localities, cheese makers are cautious about taking on additional loads of milk. According to some industry contacts, cheese supplies are a bit tight, whereas others suggest plenty of stocks in warehouses. Both block and barrel cheese sales in the domestic market are good. In additional, international interest in blocks for 2020 is picking up due to last week declines in prices. In the West, wholesale prices were down $.2525 for process, and down $.0925 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019

Cheese 8 oz. Blocks                Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Northwest                   $2.27          $1.88          $2.99
Southwest                   $3.23          $2.50          $3.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                   $3.31          $2.99          $3.69
Southwest                   $2.97          $2.00          $3.50","In today's CME trading, barrels closed at $1.7225, up from the previous week's weekly average price of $1.6170. Blocks closed at $1.8600, up from last week's weekly average price of $1.8045.

Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                      11/30/19
                     Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
Swiss,"Hard Products",12/23/2019,12/23/2019,"12/23/2019 14:25:00",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1085,MD_DA840,"Cheese - Western U.S.",Final,Dairy,West,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"6-9 pound Cuts","Mixed Lots (1000-5000 pounds)",3.09,3.52,,,N/A,"In the West, active cheese production is helping industry participants keep up with increased milk availability. Cheese processing plants are functioning at or close to full capacities. Although discounted milk is available at some localities, cheese makers are cautious about taking on additional loads of milk. According to some industry contacts, cheese supplies are a bit tight, whereas others suggest plenty of stocks in warehouses. Both block and barrel cheese sales in the domestic market are good. In additional, international interest in blocks for 2020 is picking up due to last week declines in prices. In the West, wholesale prices were down $.2525 for process, and down $.0925 for cheddar block, cuts and Monterey Jack. Swiss cut wholesale prices are unchanged from the previous week.

NATIONAL RETAIL REPORT DAIRY – CHEESE SUMMARY 
Advertised Prices at Major Retail Supermarket Outlets ending during the period of 12/20/2019 to 12/26/2019

Cheese 8 oz. Blocks                Weighted Average Price 
National                 This Period     Last Week      Last Year
Conventional                $2.46          $2.23          $2.19
Organic                      n.a.          $4.59           n.a.

Regional (Conventional)   Wtd. Ave.         Low            High
Northwest                   $2.27          $1.88          $2.99
Southwest                   $3.23          $2.50          $3.99

Cheese 8 oz. Shred                 Weighted Average Price
National                 This Period      Last Week      Last Year
Conventional                $2.42          $2.29          $2.07

Regional (Conventional)    Wtd. Ave.        Low            High
Northwest                   $3.31          $2.99          $3.69
Southwest                   $2.97          $2.00          $3.50","In today's CME trading, barrels closed at $1.7225, up from the previous week's weekly average price of $1.6170. Blocks closed at $1.8600, up from last week's weekly average price of $1.8045.

Cold Storage – Cheese Summary 
Released December 23, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                      11/30/19
                     Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/18     10/31/19     11/30/19   11/30/18  10/31/19
Total natural cheese    1,352,739    1,341,666    1,324,195         98        99
                         
American, total           798,970      743,613      739,588         93        99
New England                66,598       70,457       70,485        106       100
Middle Atlantic            71,891       84,213       78,800        110        94
East North Central        320,878      318,007      312,432         97        98
West North Central        130,986      107,189      105,292         80        98
South Atlantic                961          189          184         19        97
East South Central         16,654       10,372        9,510         57        92
West South Central          5,933        3,902        2,978         50        76
Mountain                   66,721       49,662       49,291         74        99
Pacific                   118,348       99,622      110,616         93       111
                         
Swiss, total               29,866       26,144       24,538         82        94
                         
Other, total              523,903      571,909      560,069        107        98
New England                   636        1,067        1,074        169       101
Middle Atlantic            12,747       17,364       16,078        126        93
East North Central        362,214      360,156      349,912         97        97
West North Central         44,628       50,347       50,574        113       100
South Atlantic             21,542       42,112       39,278        182        93
East South Central         15,758       35,000       35,658        226       102
West South Central          2,390        2,372        2,581        108       109
Mountain                    2,375        3,485        3,189        134        92
Pacific                    61,613       60,006       61,725        100       103","Information for the period December 23 - 27, 2019, issued weekly"
