group,category,"report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,region,"sale Type",application,freight,quality,grade,"other Grades","price Unit","lot Desc",organic,origin,package,"volume Unit","price min","price max","mostly low price","mostly high price","report narrative","commodity narrative","secondary source info",methodology
Blue,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.26,3.33,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Brick,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",1.9925,2.4175,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Cheddar,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"40 pound Block","Mixed Lots (1000-5000 pounds)",1.715,2.115,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
"Monterey Jack","Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"10 pounds","Mixed Lots (1000-5000 pounds)",1.9675,2.1725,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Mozzarella,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5-6 pounds","Mixed Lots (1000-5000 pounds)",1.7925,2.7375,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Muenster,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",1.9925,2.4175,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
"Process American","Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pound Loaf","Mixed Lots (1000-5000 pounds)",1.615,1.975,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Swiss,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"6-9 pound Cuts","Mixed Lots (1000-5000 pounds)",2.8125,2.93,,,N/A,"The year has been a wild ride in cheese markets. Entering 2021, markets have begun to show some stability, at least in the near term. In some Midwestern cheese plants, managers report running full schedules. Some are allotting days off. Regardless, there is ample milk available on the spot market for all producers' needs. Spot prices have already been reported at lower discounts than last week's. Demand notes are mostly unchanged. There are more questions regarding potential governmental bids and food service demand moving into the first quarter of 2021. Some contacts are concerned about growing cheese inventories. That said, producers have been prepared for ups and downs in the markets, and many in the region are not overly concerned regarding inventories, at least in the near term.

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0775 for process, but down $.0150 for all other types.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                         
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Blue,"Hard Products",12/21/2020,12/21/2020,"12/22/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.275,3.345,,,N/A,"Cheesemakers relayed similar notes to last week with limited time this week. Spot milk, they say, was widely available at even bigger discounts than in recent weeks. Cheesemakers are shifting production to aging-friendly varieties when possible. They foresee the writing on the wall with food service demand, which has taken the brunt of the COVID-19 impact. On the other hand, some pizza cheese producers have reported strong/remaining sales. In light of staffing issues due to COVID-19, some producers are granting more days off than typical, while others are using the ample milk to run steadily through the weekend. Cheese market tones remain steady to soft.  

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0300 for process and up $.0125 for all other types.",N/A,"Information for the period December 21 - 25, 2020, issued weekly"
Brick,"Hard Products",12/21/2020,12/21/2020,"12/22/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1083,MD_DA830,"Cheese - Midwestern U.S.",Final,Dairy,Wisconsin,Wholesale,Domestic,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,N/A,"5 pounds","Mixed Lots (1000-5000 pounds)",2.0075,2.4325,,,N/A,"Cheesemakers relayed similar notes to last week with limited time this week. Spot milk, they say, was widely available at even bigger discounts than in recent weeks. Cheesemakers are shifting production to aging-friendly varieties when possible. They foresee the writing on the wall with food service demand, which has taken the brunt of the COVID-19 impact. On the other hand, some pizza cheese producers have reported strong/remaining sales. In light of staffing issues due to COVID-19, some producers are granting more days off than typical, while others are using the ample milk to run steadily through the weekend. Cheese market tones remain steady to soft.  

Midwestern wholesale prices are unchanged for Swiss cuts, up $.0300 for process and up $.0125 for all other types.",N/A,"Information for the period December 21 - 25, 2020, issued weekly"
