group,category,"report begin date","report end date","published date","market location name","market location city","market location state",commodity,"market type","market type category","slug id","slug name","report title","final ind",community,region,"sale Type",application,freight,quality,grade,"other Grades","price Unit","lot Desc",organic,origin,package,"volume Unit","price min","price max","mostly low price","mostly high price","report narrative","commodity narrative","secondary source info",methodology
Cheddar,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"40 pound Block","Mixed Lots (1000-5000 pounds)",2.0775,2.365,,,N/A,"For the last week of 2020, milk volumes are seasonally ample in the East region. Cheese production is strong. Some operations will be shut down for the holiday. In general, cheese operations are running close to or at production capacity. Manufacturers’ cheese supplies are available for spot/contract demands. Spot market activities are light. Foodservice sales are steady to slower. Mozzarella and provolone cheese orders from restaurants are lower this holiday season. Retail sales are somewhat steady for the near term. Cheese markets display mixed tones. 

In the Northeast, the wholesale cheese prices for both cheddar and Muenster decreased $0.0150. However, the process cheese price is up $0.0775. The Grade A Swiss price is steady this week.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                        
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Muenster,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,N/A,"Mixed Lots (1000-5000 pounds)",2.065,2.415,,,N/A,"For the last week of 2020, milk volumes are seasonally ample in the East region. Cheese production is strong. Some operations will be shut down for the holiday. In general, cheese operations are running close to or at production capacity. Manufacturers’ cheese supplies are available for spot/contract demands. Spot market activities are light. Foodservice sales are steady to slower. Mozzarella and provolone cheese orders from restaurants are lower this holiday season. Retail sales are somewhat steady for the near term. Cheese markets display mixed tones. 

In the Northeast, the wholesale cheese prices for both cheddar and Muenster decreased $0.0150. However, the process cheese price is up $0.0775. The Grade A Swiss price is steady this week.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                        
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
"Process American","Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"5 pound Sliced","Mixed Lots (1000-5000 pounds)",1.63,2.11,,,N/A,"For the last week of 2020, milk volumes are seasonally ample in the East region. Cheese production is strong. Some operations will be shut down for the holiday. In general, cheese operations are running close to or at production capacity. Manufacturers’ cheese supplies are available for spot/contract demands. Spot market activities are light. Foodservice sales are steady to slower. Mozzarella and provolone cheese orders from restaurants are lower this holiday season. Retail sales are somewhat steady for the near term. Cheese markets display mixed tones. 

In the Northeast, the wholesale cheese prices for both cheddar and Muenster decreased $0.0150. However, the process cheese price is up $0.0775. The Grade A Swiss price is steady this week.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                        
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Swiss,"Hard Products",12/28/2020,12/28/2020,"12/30/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"10-14 pound Cuts","Mixed Lots (1000-5000 pounds)",3.2975,3.62,,,N/A,"For the last week of 2020, milk volumes are seasonally ample in the East region. Cheese production is strong. Some operations will be shut down for the holiday. In general, cheese operations are running close to or at production capacity. Manufacturers’ cheese supplies are available for spot/contract demands. Spot market activities are light. Foodservice sales are steady to slower. Mozzarella and provolone cheese orders from restaurants are lower this holiday season. Retail sales are somewhat steady for the near term. Cheese markets display mixed tones. 

In the Northeast, the wholesale cheese prices for both cheddar and Muenster decreased $0.0150. However, the process cheese price is up $0.0775. The Grade A Swiss price is steady this week.","COLD STORAGE – CHEESE SUMMARY 
Released December 22, 2020, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).

                                                                 11/30/20
                 Stocks in all Warehouses (1,000 pounds)     as a percent of
Natural Cheese           11/30/19      10/31/20     11/30/20   11/30/19   10/31/20
Total natural cheese    1,322,482     1,341,428    1,344,821     102        100
                        
American, total           740,367       756,168      760,173     103        101
New England                70,485        69,404       69,527      99        100
Middle Atlantic            78,800        66,040       67,282      85        102
East North Central        313,077       309,447      308,595      99        100
West North Central        105,292       128,530      127,557     121         99
South Atlantic                184            90           87      47         97
East South Central          9,510         7,667        6,641      70         87
West South Central          2,978         6,298        5,986     201         95
Mountain                   49,291        50,222       52,069     106        104
Pacific                   110,750       118,470      122,429     111        103
                         
Swiss, total               24,540        20,149       20,148      82        100
                         
Other, total              557,575       565,111      564,500     101        100
New England                 1,074         1,019        1,208     112        119
Middle Atlantic            16,078        24,398       23,172     144         95
East North Central        350,077       349,904      346,657      99         99
West North Central         50,574        48,074       53,358     106        111
South Atlantic             39,278        32,555       29,666      76         91
East South Central         35,658        32,146       34,376      96        107
West South Central          2,581         7,364        6,457     250         88
Mountain                    3,189         3,683        3,686     116        100
Pacific                    59,066        65,968       65,920     112        100","Information for the period December 28, 2020 -  January 1, 2021, issued weekly"
Cheddar,"Hard Products",12/21/2020,12/21/2020,"12/22/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"40 pound Block","Mixed Lots (1000-5000 pounds)",2.0925,2.38,,,N/A,"Milk volumes are aplenty in the East region. Cheese makers are receiving heavy milk volumes ahead of the holiday. Cheddar cheese production is strong. In addition, mozzarella and provolone production schedules have increased with the hefty milk flow. Some operations will be shut down for the holiday. Manufacturers’ cheese supplies are available for spot/contract demands. Restaurants’ cheese orders are down this holiday season. The foodservice sector continues to bear a weaker market tone. Retailers are advertising a variety of cheese products for home cooking. Spot market activities are light this trading week. Market conditions are steady.  

In the Northeast, the wholesale cheese prices for both cheddar and Muenster increased $0.0125. In addition, the process cheese price is up $0.0300. The Grade A Swiss price is steady this week.",N/A,"Information for the period December 21 - 25, 2020, issued weekly"
Muenster,"Hard Products",12/21/2020,12/21/2020,"12/22/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,N/A,"Mixed Lots (1000-5000 pounds)",2.08,2.43,,,N/A,"Milk volumes are aplenty in the East region. Cheese makers are receiving heavy milk volumes ahead of the holiday. Cheddar cheese production is strong. In addition, mozzarella and provolone production schedules have increased with the hefty milk flow. Some operations will be shut down for the holiday. Manufacturers’ cheese supplies are available for spot/contract demands. Restaurants’ cheese orders are down this holiday season. The foodservice sector continues to bear a weaker market tone. Retailers are advertising a variety of cheese products for home cooking. Spot market activities are light this trading week. Market conditions are steady.  

In the Northeast, the wholesale cheese prices for both cheddar and Muenster increased $0.0125. In addition, the process cheese price is up $0.0300. The Grade A Swiss price is steady this week.",N/A,"Information for the period December 21 - 25, 2020, issued weekly"
"Process American","Hard Products",12/21/2020,12/21/2020,"12/22/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"5 pound Sliced","Mixed Lots (1000-5000 pounds)",1.5525,2.0325,,,N/A,"Milk volumes are aplenty in the East region. Cheese makers are receiving heavy milk volumes ahead of the holiday. Cheddar cheese production is strong. In addition, mozzarella and provolone production schedules have increased with the hefty milk flow. Some operations will be shut down for the holiday. Manufacturers’ cheese supplies are available for spot/contract demands. Restaurants’ cheese orders are down this holiday season. The foodservice sector continues to bear a weaker market tone. Retailers are advertising a variety of cheese products for home cooking. Spot market activities are light this trading week. Market conditions are steady.  

In the Northeast, the wholesale cheese prices for both cheddar and Muenster increased $0.0125. In addition, the process cheese price is up $0.0300. The Grade A Swiss price is steady this week.",N/A,"Information for the period December 21 - 25, 2020, issued weekly"
Swiss,"Hard Products",12/21/2020,12/21/2020,"12/22/2020 09:55:02",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"10-14 pound Cuts","Mixed Lots (1000-5000 pounds)",3.2975,3.62,,,N/A,"Milk volumes are aplenty in the East region. Cheese makers are receiving heavy milk volumes ahead of the holiday. Cheddar cheese production is strong. In addition, mozzarella and provolone production schedules have increased with the hefty milk flow. Some operations will be shut down for the holiday. Manufacturers’ cheese supplies are available for spot/contract demands. Restaurants’ cheese orders are down this holiday season. The foodservice sector continues to bear a weaker market tone. Retailers are advertising a variety of cheese products for home cooking. Spot market activities are light this trading week. Market conditions are steady.  

In the Northeast, the wholesale cheese prices for both cheddar and Muenster increased $0.0125. In addition, the process cheese price is up $0.0300. The Grade A Swiss price is steady this week.",N/A,"Information for the period December 21 - 25, 2020, issued weekly"
Cheddar,"Hard Products",12/14/2020,12/14/2020,"12/16/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,"40 pound Block","Mixed Lots (1000-5000 pounds)",2.08,2.3675,,,N/A,"East cheese makers are running strong production schedules. Milk availability is abundant in the region. Inventory levels are hearty as manufacturers’ supplies are readily available for spot/contract demands. Market participants relay cheese markets are bearing softer market tones. Foodservice sales are down this holiday season. Restaurants throughout the East are working through shifting COVID-19 regulations and consumers’ safety requirements. Retail sales are reportedly steady. Some industry contacts report retail orders are somewhat shifting lower as retailers have enough cheese supplies for the holidays. Specialty aged cheese demands from retailers are healthy. On the CME Group, cheddar cheese block prices are ranging around the $1.60s. Cheddar cheese barrel prices are ranging around the $1.40s this week. Trading activities are slower, as several buyers are done purchasing supplies for the end of the year. 

In the Northeast, the wholesale cheese prices for both cheddar and Muenster increased $0.0225. In addition, the process cheese price is up $0.0125. The Grade A Swiss price is steady this week.",N/A,"Information for the period December 14 - 18, 2020, issued weekly"
Muenster,"Hard Products",12/14/2020,12/14/2020,"12/16/2020 09:55:01",N/A,N/A,N/A,Cheese,"Point of Sale - Dairy","Dairy Market",1084,MD_DA810,"Cheese - Northeastern U.S.",Final,Dairy,Northeast,Wholesale,N/A,Delivered,N/A,N/A,N/A,"Dollars per Pound",,N/A,NA,N/A,"Mixed Lots (1000-5000 pounds)",2.0675,2.4175,,,N/A,"East cheese makers are running strong production schedules. Milk availability is abundant in the region. Inventory levels are hearty as manufacturers’ supplies are readily available for spot/contract demands. Market participants relay cheese markets are bearing softer market tones. Foodservice sales are down this holiday season. Restaurants throughout the East are working through shifting COVID-19 regulations and consumers’ safety requirements. Retail sales are reportedly steady. Some industry contacts report retail orders are somewhat shifting lower as retailers have enough cheese supplies for the holidays. Specialty aged cheese demands from retailers are healthy. On the CME Group, cheddar cheese block prices are ranging around the $1.60s. Cheddar cheese barrel prices are ranging around the $1.40s this week. Trading activities are slower, as several buyers are done purchasing supplies for the end of the year. 

In the Northeast, the wholesale cheese prices for both cheddar and Muenster increased $0.0225. In addition, the process cheese price is up $0.0125. The Grade A Swiss price is steady this week.",N/A,"Information for the period December 14 - 18, 2020, issued weekly"
